"PersonNumber","FirstName","LastName","GenderAsString","ParlGroupName","PartyName","PartyAbbreviation","DateJoining","DateLeaving","DateElection","DateOath","DateResignation","DateOfBirth","DateOfDeath"
113,"Pia","Hollenstein","f","Groupe des VERT-E-S","Les VERT-E-S suisses","VERT-E-S","2005-11-19T00:00:00","2006-06-05T00:00:00","2003-10-19T00:00:00","2003-12-01T00:00:00","2006-06-05T00:00:00","1950-09-13T00:00:00",
114,"Helmut","Hubacher","m","Groupe socialiste","Parti socialiste suisse","PSS","1995-12-04T00:00:00","1997-12-19T00:00:00","1995-12-04T00:00:00","1995-12-04T00:00:00","1997-12-19T00:00:00","1926-04-15T00:00:00","2020-08-19T00:00:00"
115,"Hans Jörg","Huber","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1987-11-30T00:00:00","1995-12-03T00:00:00","1987-11-30T00:00:00","1987-11-30T00:00:00","1995-12-03T00:00:00","1932-06-06T00:00:00","2008-01-07T00:00:00"
116,"Andreas","Iten","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1987-03-02T00:00:00","1998-12-18T00:00:00","1987-03-02T00:00:00","1987-03-02T00:00:00","1998-12-18T00:00:00","1936-02-27T00:00:00",
117,"Franz","Jaeger","m","Groupe AdI/PEP","Alliance des Indépendants","AdI","1971-11-29T00:00:00","1995-08-31T00:00:00","1971-11-29T00:00:00","1971-11-29T00:00:00","1995-08-31T00:00:00","1941-12-04T00:00:00",
118,"Paul","Jäggi","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1991-11-25T00:00:00","1995-12-03T00:00:00","1991-11-25T00:00:00","1991-11-25T00:00:00","1995-12-03T00:00:00","1936-08-03T00:00:00","2016-02-28T00:00:00"
119,"Riccardo","Jagmetti","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1983-11-28T00:00:00","1995-12-03T00:00:00","1983-11-28T00:00:00","1983-11-28T00:00:00","1995-12-03T00:00:00","1929-06-18T00:00:00",
120,"Francine","Jeanprêtre","f","Groupe socialiste","Parti socialiste suisse","PSS","1995-12-04T00:00:00","1999-12-05T00:00:00","1995-12-04T00:00:00","1995-12-04T00:00:00","1999-12-05T00:00:00","1946-07-06T00:00:00",
121,"Peter","Jenni","m","Groupe du Parti suisse de la liberté","Freiheits-Partei der Schweiz","FPS","1991-11-25T00:00:00","1995-12-03T00:00:00","1991-10-20T00:00:00","1991-11-25T00:00:00","1995-12-03T00:00:00","1957-09-26T00:00:00",
122,"Werner","Jöri","m","Groupe socialiste","Parti socialiste suisse","PSS","1995-12-04T00:00:00","1996-06-16T00:00:00","1995-12-04T00:00:00","1995-12-04T00:00:00","1996-06-16T00:00:00","1949-05-12T00:00:00",
123,"Anton","Keller","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1979-11-26T00:00:00","1995-12-03T00:00:00","1979-11-26T00:00:00","1979-11-26T00:00:00","1995-12-03T00:00:00","1934-11-21T00:00:00",
124,"Rudolf","Keller","m","Groupe du Parti suisse de la liberté","Démocrates Suisses","DS","1999-03-17T00:00:00","1999-12-05T00:00:00","1995-12-04T00:00:00","1995-12-04T00:00:00","1999-12-05T00:00:00","1956-04-17T00:00:00",
125,"Armin","Kern","m","Groupe du Parti suisse de la liberté","Freiheits-Partei der Schweiz","FPS","1991-11-25T00:00:00","1995-12-03T00:00:00","1991-10-20T00:00:00","1991-11-25T00:00:00","1995-12-03T00:00:00","1933-03-13T00:00:00","2015-06-02T00:00:00"
126,"Niklaus","Küchler","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1986-06-02T00:00:00","1998-04-29T00:00:00","1986-06-02T00:00:00","1986-06-02T00:00:00","1998-04-29T00:00:00","1941-03-03T00:00:00",
127,"Josef","Kühne","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1995-12-04T00:00:00","1999-12-05T00:00:00","1995-12-04T00:00:00","1995-12-04T00:00:00","1999-12-05T00:00:00","1938-10-04T00:00:00",
128,"Markus","Kündig","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1974-03-04T00:00:00","1994-11-16T00:00:00","1974-03-04T00:00:00","1974-03-04T00:00:00","1994-12-16T00:00:00","1931-10-12T00:00:00","2011-11-13T00:00:00"
129,"Elmar","Ledergerber","m","Groupe socialiste","Parti socialiste suisse","PSS","1995-12-04T00:00:00","1998-04-15T00:00:00","1995-12-04T00:00:00","1995-12-04T00:00:00","1998-04-15T00:00:00","1944-04-04T00:00:00",
130,"Ursula","Leemann","f","Groupe socialiste","Parti socialiste suisse","PSS","1995-12-04T00:00:00","1999-12-05T00:00:00","1995-12-04T00:00:00","1995-12-04T00:00:00","1999-12-05T00:00:00","1936-10-07T00:00:00","2013-06-13T00:00:00"
131,"Josef","Leu","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","2003-12-01T00:00:00","2006-06-30T00:00:00","2003-10-19T00:00:00","2003-12-01T00:00:00","2006-06-30T00:00:00","1950-09-04T00:00:00",
132,"Jean-François","Leuba","m","Groupe libéral","Parti libéral démocrate","PLD","1995-12-04T00:00:00","1998-09-27T00:00:00","1995-10-22T00:00:00","1995-12-04T00:00:00","1998-09-27T00:00:00","1934-07-16T00:00:00","2004-10-22T00:00:00"
133,"Ernst","Leuenberger","m","Groupe socialiste","Parti socialiste suisse","PSS","2007-12-03T00:00:00","2009-06-30T00:00:00","2007-10-21T00:00:00","2007-12-03T00:00:00","2009-06-30T00:00:00","1945-01-18T00:00:00","2009-06-30T00:00:00"
134,"Moritz","Leuenberger","m",,"Parti socialiste suisse","PSS","2010-01-01T00:00:00","2010-10-31T00:00:00","1995-09-27T00:00:00","2010-01-01T00:00:00","2010-10-31T00:00:00","1946-09-21T00:00:00",
135,"François","Loeb","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1995-12-04T00:00:00","1999-12-05T00:00:00","1995-12-04T00:00:00","1995-12-04T00:00:00","1999-12-05T00:00:00","1940-12-09T00:00:00",
136,"Willy","Loretan","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1995-12-04T00:00:00","1999-12-05T00:00:00","1991-11-25T00:00:00","1991-11-25T00:00:00","1999-12-05T00:00:00","1934-06-15T00:00:00",
137,"Herbert","Maeder","m","Groupe AdI/PEP","Alliance des Indépendants","AdI","1983-11-28T00:00:00","1995-12-03T00:00:00","1983-11-28T00:00:00","1983-11-28T00:00:00","1995-12-03T00:00:00","1930-02-03T00:00:00","2017-01-23T00:00:00"
138,"Jean-Philippe","Maitre","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","2003-12-01T00:00:00","2005-02-28T00:00:00","2003-10-19T00:00:00","2003-12-01T00:00:00","2005-02-28T00:00:00","1949-06-18T00:00:00","2006-02-01T00:00:00"
139,"Philippe","Mamie","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1991-11-25T00:00:00","1995-12-03T00:00:00","1991-11-25T00:00:00","1991-11-25T00:00:00","1995-12-03T00:00:00","1944-02-27T00:00:00",
140,"Werner","Marti","m","Groupe socialiste","Parti socialiste suisse","PSS","2007-12-03T00:00:00","2008-12-31T00:00:00","2007-10-21T00:00:00","2007-12-03T00:00:00","2008-12-31T00:00:00","1957-04-20T00:00:00",
141,"Jacques","Martin","m","Groupe libéral-radical",,,"1995-12-04T00:00:00","1999-12-05T00:00:00","1991-11-25T00:00:00","1991-11-25T00:00:00","1999-12-05T00:00:00","1933-05-11T00:00:00","2005-12-02T00:00:00"
142,"Flavio","Maspoli","m","Non inscrit","Lega dei Ticinesi","Lega","1999-12-06T00:00:00","2003-11-30T00:00:00","1999-10-24T00:00:00","1999-12-06T00:00:00","2003-11-30T00:00:00","1950-01-29T00:00:00","2007-06-12T00:00:00"
143,"Francis","Matthey","m","Groupe socialiste","Parti socialiste suisse","PSS","1987-11-30T00:00:00","1995-12-03T00:00:00","1987-11-30T00:00:00","1987-11-30T00:00:00","1995-12-03T00:00:00","1942-06-17T00:00:00",
144,"Rolf","Mauch","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1987-11-30T00:00:00","1995-08-02T00:00:00","1987-11-30T00:00:00","1987-11-30T00:00:00","1995-08-02T00:00:00","1934-05-22T00:00:00","1995-08-02T00:00:00"
145,"Ursula","Mauch","f","Groupe socialiste","Parti socialiste suisse","PSS","1979-11-26T00:00:00","1995-12-03T00:00:00","1979-11-26T00:00:00","1979-11-26T00:00:00","1995-12-03T00:00:00","1935-03-29T00:00:00",
146,"Ueli","Maurer","m",,"Union Démocratique du Centre","UDC","2020-01-01T00:00:00","2022-12-31T00:00:00","2008-12-10T00:00:00","2020-01-01T00:00:00","2022-12-31T00:00:00","1950-12-01T00:00:00",
147,"Hans","Meier","m","Groupe des VERT-E-S","Les VERT-E-S suisses","VERT-E-S","1995-12-04T00:00:00","1999-12-05T00:00:00","1995-12-04T00:00:00","1995-12-04T00:00:00","1999-12-05T00:00:00","1933-05-19T00:00:00",
148,"Josi J.","Meier","f","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1983-03-15T00:00:00","1995-12-03T00:00:00","1983-03-15T00:00:00","1983-03-15T00:00:00","1995-12-03T00:00:00","1926-08-31T00:00:00","2006-11-05T00:00:00"
149,"Samuel","Meier","m","Groupe AdI/PEP",,,"1995-12-04T00:00:00","1999-01-02T00:00:00","1995-12-04T00:00:00","1995-12-04T00:00:00","1999-01-02T00:00:00","1948-06-02T00:00:00","1999-01-02T00:00:00"
150,"Theo","Meyer","m","Groupe socialiste","Parti socialiste suisse","PSS","1995-12-04T00:00:00","1999-12-05T00:00:00","1995-12-04T00:00:00","1995-12-04T00:00:00","1999-12-05T00:00:00","1937-01-24T00:00:00",
151,"Christian","Miesch","m","Groupe de l'Union démocratique du Centre","Union Démocratique du Centre","UDC","2014-09-08T00:00:00","2015-11-29T00:00:00","2011-10-23T00:00:00","2014-09-08T00:00:00","2015-11-29T00:00:00","1948-02-27T00:00:00",
152,"Marguerite","Misteli","f","Groupe des VERT-E-S","Les VERT-E-S suisses","VERT-E-S","1991-11-25T00:00:00","1995-12-03T00:00:00","1991-11-25T00:00:00","1991-11-25T00:00:00","1995-12-03T00:00:00","1945-08-01T00:00:00",
153,"Giorgio","Morniroli","m","Groupe des Démocrates suisses et de la Ligue des Tessinois","Lega dei Ticinesi","Lega","1991-11-25T00:00:00","1995-12-03T00:00:00","1991-11-25T00:00:00","1991-11-25T00:00:00","1995-12-03T00:00:00","1936-01-20T00:00:00","2017-07-20T00:00:00"
154,"René","Moser","m","Groupe du Parti suisse de la liberté","Freiheits-Partei der Schweiz","FPS","1998-06-27T00:00:00","1999-12-05T00:00:00","1995-12-04T00:00:00","1995-12-04T00:00:00","1999-12-05T00:00:00","1941-12-18T00:00:00",
155,"Reinhard","Müller","m","Groupe de l'Union démocratique du Centre","Union Démocratique du Centre","UDC","1983-11-28T00:00:00","1995-12-03T00:00:00","1983-10-23T00:00:00","1983-11-28T00:00:00","1995-12-03T00:00:00","1929-04-22T00:00:00","2002-04-21T00:00:00"
156,"Lili","Nabholz","f","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1995-12-04T00:00:00","2003-11-30T00:00:00","1995-12-04T00:00:00","1995-12-04T00:00:00","2003-11-30T00:00:00","1944-12-31T00:00:00",
157,"Jean-Marc","Narbel","m","Groupe libéral","Parti libéral démocrate","PLD","1991-11-25T00:00:00","1995-12-03T00:00:00","1991-11-25T00:00:00","1991-11-25T00:00:00","1995-12-03T00:00:00","1939-01-14T00:00:00",
158,"Hans-Rudolf","Nebiker","m","Groupe de l'Union démocratique du Centre","Union Démocratique du Centre","UDC","1995-12-04T00:00:00","1998-03-31T00:00:00","1995-10-22T00:00:00","1995-12-04T00:00:00","1998-03-31T00:00:00","1929-10-10T00:00:00","2008-03-03T00:00:00"
159,"Willi","Neuenschwander","m","Groupe de l'Union démocratique du Centre","Union Démocratique du Centre","UDC","1983-11-28T00:00:00","1995-12-03T00:00:00","1983-10-23T00:00:00","1983-11-28T00:00:00","1995-12-03T00:00:00","1929-09-21T00:00:00","2003-10-11T00:00:00"
160,"Edgar","Oehler","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1971-11-29T00:00:00","1995-12-03T00:00:00","1971-11-29T00:00:00","1971-11-29T00:00:00","1995-12-03T00:00:00","1942-03-02T00:00:00",
161,"Thomas","Onken","m","Groupe socialiste","Parti socialiste suisse","PSS","1995-12-04T00:00:00","1999-12-05T00:00:00","1987-12-10T00:00:00","1987-12-10T00:00:00","1999-12-05T00:00:00","1941-05-06T00:00:00","2000-03-14T00:00:00"
162,"André","Perey","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1983-11-28T00:00:00","1995-12-03T00:00:00","1983-10-23T00:00:00","1983-11-28T00:00:00","1995-12-03T00:00:00","1931-11-06T00:00:00","2007-04-17T00:00:00"
163,"Gilles","Petitpierre","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1991-11-25T00:00:00","1995-12-03T00:00:00","1991-11-25T00:00:00","1991-11-25T00:00:00","1995-12-03T00:00:00","1940-01-22T00:00:00",
164,"Jean-Nicolas","Philipona","m","Groupe libéral-radical",,,"1995-12-04T00:00:00","1999-12-05T00:00:00","1995-12-04T00:00:00","1995-12-04T00:00:00","1999-12-05T00:00:00","1943-03-25T00:00:00","2018-08-15T00:00:00"
165,"Philippe","Pidoux","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1995-12-04T00:00:00","1999-12-05T00:00:00","1995-12-04T00:00:00","1995-12-04T00:00:00","1999-12-05T00:00:00","1943-06-17T00:00:00",
166,"Otto","Piller","m","Groupe socialiste","Parti socialiste suisse","PSS","1979-11-26T00:00:00","1995-12-03T00:00:00","1979-11-26T00:00:00","1979-11-26T00:00:00","1995-12-03T00:00:00","1942-06-26T00:00:00",
167,"Massimo","Pini","m","Groupe du Parti suisse de la liberté","Freiheits-Partei der Schweiz","FPS","1999-03-17T00:00:00","1999-12-05T00:00:00","1995-10-22T00:00:00","1995-12-04T00:00:00","1999-12-05T00:00:00","1936-11-29T00:00:00","2003-06-18T00:00:00"
168,"Gian-Reto","Plattner","m","Groupe socialiste","Parti socialiste suisse","PSS","1995-12-04T00:00:00","2003-11-30T00:00:00","1991-11-25T00:00:00","1991-11-25T00:00:00","2003-11-30T00:00:00","1939-12-10T00:00:00","2009-12-07T00:00:00"
169,"Charles","Poncet","m","Groupe libéral","Parti libéral démocrate","PLD","1991-11-25T00:00:00","1995-12-03T00:00:00","1991-11-25T00:00:00","1991-11-25T00:00:00","1995-12-03T00:00:00","1946-12-31T00:00:00",
170,"Hansueli","Raggenbass","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1995-12-04T00:00:00","2003-11-30T00:00:00","1995-12-04T00:00:00","1995-12-04T00:00:00","2003-11-30T00:00:00","1948-07-31T00:00:00",
171,"Laurent","Rebeaud","m","Groupe des VERT-E-S","Les VERT-E-S suisses","VERT-E-S","1983-11-28T00:00:00","1994-09-16T00:00:00","1983-11-28T00:00:00","1983-11-28T00:00:00","1994-09-16T00:00:00","1947-05-12T00:00:00","2015-12-11T00:00:00"
172,"Paul","Rechsteiner","m","Groupe socialiste","Parti socialiste suisse","PSS","2019-12-02T00:00:00","2022-12-16T00:00:00","2019-11-17T00:00:00","2019-12-02T00:00:00","2022-12-16T00:00:00","1952-08-26T00:00:00",
173,"Maximilian","Reimann","m","Groupe de l'Union démocratique du Centre","Union Démocratique du Centre","UDC","2015-11-30T00:00:00","2019-12-01T00:00:00","2015-10-18T00:00:00","2015-11-30T00:00:00","2019-12-01T00:00:00","1942-05-07T00:00:00",
174,"Hubert","Reymond","m","Groupe libéral","Parti libéral démocrate","PLD","1979-11-26T00:00:00","1995-12-03T00:00:00","1979-11-26T00:00:00","1979-11-26T00:00:00","1995-12-03T00:00:00","1938-10-01T00:00:00",
175,"René","Rhinow","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1987-11-30T00:00:00","1999-12-05T00:00:00","1987-11-30T00:00:00","1987-11-30T00:00:00","1999-12-05T00:00:00","1942-12-29T00:00:00",
176,"Kaspar","Rhyner","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1990-06-05T00:00:00","1998-04-30T00:00:00","1990-06-05T00:00:00","1990-06-05T00:00:00","1998-04-30T00:00:00","1932-12-27T00:00:00",
177,"Leni","Robert-Bächtold","f","Groupe des VERT-E-S","Liste libre (BE)","LL","1991-11-25T00:00:00","1995-12-03T00:00:00","1991-11-25T00:00:00","1991-11-25T00:00:00","1995-12-03T00:00:00","1936-03-06T00:00:00",
178,"Bernard","Rohrbasser","m","Groupe de l'Union démocratique du Centre","Union Démocratique du Centre","UDC","1987-11-30T00:00:00","1995-12-03T00:00:00","1987-11-30T00:00:00","1987-11-30T00:00:00","1995-12-03T00:00:00","1946-10-19T00:00:00",
179,"Jean-François","Roth","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1987-11-30T00:00:00","1994-12-16T00:00:00","1987-11-30T00:00:00","1987-11-30T00:00:00","1994-12-16T00:00:00","1952-02-01T00:00:00",
180,"Hans","Ruckstuhl","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1995-12-04T00:00:00","1999-12-05T00:00:00","1995-12-04T00:00:00","1995-12-04T00:00:00","1999-12-05T00:00:00","1947-08-13T00:00:00",
181,"Ernst","Rüesch","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1987-11-30T00:00:00","1995-12-03T00:00:00","1987-11-30T00:00:00","1987-11-30T00:00:00","1995-12-03T00:00:00","1928-06-12T00:00:00","2015-05-21T00:00:00"
182,"Markus","Ruf","m","Groupe AdI/PEP","Alliance des Indépendants","AdI","1999-05-31T00:00:00","1999-12-05T00:00:00","1995-10-22T00:00:00","1995-12-04T00:00:00","1999-12-05T00:00:00","1959-08-06T00:00:00",
183,"Victor","Ruffy","m","Groupe socialiste","Parti socialiste suisse","PSS","1995-12-04T00:00:00","1999-12-05T00:00:00","1995-12-04T00:00:00","1995-12-04T00:00:00","1999-12-05T00:00:00","1937-01-11T00:00:00","2016-03-19T00:00:00"
184,"Paul","Rutishauser","m","Groupe de l'Union démocratique du Centre","Union Démocratique du Centre","UDC","1979-11-26T00:00:00","1995-12-03T00:00:00","1979-11-26T00:00:00","1979-11-26T00:00:00","1995-12-03T00:00:00","1933-07-07T00:00:00","2020-12-07T00:00:00"
185,"Albrecht","Rychen","m","Groupe de l'Union démocratique du Centre","Union Démocratique du Centre","UDC","1995-12-04T00:00:00","1999-12-05T00:00:00","1995-12-04T00:00:00","1995-12-04T00:00:00","1999-12-05T00:00:00","1948-07-29T00:00:00",
186,"Sergio","Salvioni","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1991-11-25T00:00:00","1995-12-03T00:00:00","1991-11-25T00:00:00","1991-11-25T00:00:00","1995-12-03T00:00:00","1927-06-18T00:00:00","2017-08-27T00:00:00"
187,"Suzette","Sandoz","f","Groupe libéral","Parti libéral démocrate","PLD","1995-12-04T00:00:00","1998-11-29T00:00:00","1995-12-04T00:00:00","1995-12-04T00:00:00","1998-11-29T00:00:00","1942-01-12T00:00:00",
188,"Pierre","Savary","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1984-03-05T00:00:00","1995-12-03T00:00:00","1984-03-05T00:00:00","1984-03-05T00:00:00","1995-12-03T00:00:00","1940-06-30T00:00:00",
189,"Peter-Josef","Schallberger","m","Le Groupe du Centre. Le Centre. PEV.",,,"1990-06-05T00:00:00","1999-12-05T00:00:00","1990-06-05T00:00:00","1990-06-05T00:00:00","1999-12-05T00:00:00","1932-07-19T00:00:00","2010-04-15T00:00:00"
190,"Urs","Scheidegger","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1987-11-30T00:00:00","1993-06-18T00:00:00","1987-11-30T00:00:00","1987-11-30T00:00:00","1993-06-18T00:00:00","1943-12-17T00:00:00","2018-04-13T00:00:00"
191,"Jürg","Scherrer","m","Groupe du Parti suisse de la liberté","Freiheits-Partei der Schweiz","FPS","1995-12-04T00:00:00","1999-12-05T00:00:00","1995-12-04T00:00:00","1995-12-04T00:00:00","1999-12-05T00:00:00","1947-11-05T00:00:00",
192,"Werner","Scherrer","m","Non inscrit","Union Démocratique Féderale","UDF","1995-12-04T00:00:00","1997-06-01T00:00:00","1995-12-04T00:00:00","1995-12-04T00:00:00","1997-06-01T00:00:00","1930-03-23T00:00:00",
193,"Rémy","Scheurer","m","Groupe libéral","Parti libéral démocrate","PLD","1999-12-06T00:00:00","2003-11-30T00:00:00","1995-12-04T00:00:00","1995-12-04T00:00:00","2003-11-30T00:00:00","1934-03-11T00:00:00",
194,"Fritz","Schiesser","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","2007-12-03T00:00:00","2007-12-31T00:00:00","2007-10-21T00:00:00","2007-12-03T00:00:00","2007-12-31T00:00:00","1954-04-23T00:00:00",
195,"Carlo","Schmid-Sutter","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","2003-12-01T00:00:00","2007-05-29T00:00:00","2003-10-19T00:00:00","2003-12-01T00:00:00","2007-06-03T00:00:00","1950-03-11T00:00:00",
196,"Peter","Schmid","m","Groupe des VERT-E-S","Les VERT-E-S suisses","VERT-E-S","1987-11-30T00:00:00","1995-12-03T00:00:00","1987-11-30T00:00:00","1987-11-30T00:00:00","1995-12-03T00:00:00","1940-10-04T00:00:00",
197,"Paul","Schmidhalter","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1983-11-28T00:00:00","1995-12-03T00:00:00","1983-10-23T00:00:00","1983-11-28T00:00:00","1995-12-03T00:00:00","1931-01-12T00:00:00","2005-08-23T00:00:00"
198,"Walter","Schmied","m","Groupe de l'Union démocratique du Centre","Union Démocratique du Centre","UDC","2003-12-01T00:00:00","2007-12-02T00:00:00","2003-10-19T00:00:00","2003-12-01T00:00:00","2007-12-02T00:00:00","1953-01-09T00:00:00",
199,"Theodor","Schnider","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1979-11-26T00:00:00","1995-12-03T00:00:00","1979-10-21T00:00:00","1979-11-26T00:00:00","1995-12-03T00:00:00","1930-05-17T00:00:00","2008-07-10T00:00:00"
200,"Otto","Schoch","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1983-11-28T00:00:00","1997-09-21T00:00:00","1983-11-28T00:00:00","1983-11-28T00:00:00","1997-09-22T00:00:00","1934-12-01T00:00:00","2013-07-05T00:00:00"
201,"Kurt","Schüle","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1991-11-25T00:00:00","1999-12-05T00:00:00","1991-11-25T00:00:00","1991-11-25T00:00:00","1999-12-05T00:00:00","1944-08-23T00:00:00","2022-01-11T00:00:00"
