,PersonNumber,FirstName,LastName,GenderAsString,ParlGroupName,PartyName,PartyAbbreviation,DateJoining,DateLeaving,DateElection,DateOath,DateResignation,DateOfBirth,DateOfDeath
3351,4040,Elisabeth,Schneider-Schneiter,f,Le Groupe du Centre. Le Centre. PEV.,Le Centre,M-E,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1964-02-19T00:00:00,
3352,4041,Peter,Flück,m,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2010-11-29T00:00:00,2011-12-04T00:00:00,2007-10-21T00:00:00,2010-11-29T00:00:00,2011-12-04T00:00:00,1957-04-21T00:00:00,
3353,4042,Sebastian,Frehner,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2015-11-30T00:00:00,2019-12-01T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2019-12-01T00:00:00,1973-09-02T00:00:00,
3355,4045,Corrado,Pardini,m,Groupe socialiste,Parti socialiste suisse,PSS,2015-11-30T00:00:00,2019-12-01T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2019-12-01T00:00:00,1965-06-19T00:00:00,
3356,4046,Lorenzo,Quadri,m,Groupe de l'Union démocratique du Centre,Lega dei Ticinesi,Lega,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1974-11-05T00:00:00,
3357,4047,Thomas,Fuchs,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2011-05-30T00:00:00,2011-12-04T00:00:00,2007-10-21T00:00:00,2011-05-30T00:00:00,2011-12-04T00:00:00,1966-06-18T00:00:00,
3358,4048,Pierre,Rusconi,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2011-12-05T00:00:00,2015-11-29T00:00:00,2011-10-23T00:00:00,2011-12-05T00:00:00,2015-11-29T00:00:00,1949-12-03T00:00:00,
3359,4049,Matthias,Aebischer,m,Groupe socialiste,Parti socialiste suisse,PSS,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1967-10-18T00:00:00,
3360,4050,Thomas,Böhni,m,Groupe vert'libéral,Parti vert'libéral,pvl,2011-12-05T00:00:00,2015-11-29T00:00:00,2011-10-23T00:00:00,2011-12-05T00:00:00,2015-11-29T00:00:00,1964-12-24T00:00:00,
3361,4051,Thomas,de Courten,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1966-07-29T00:00:00,
3362,4052,Markus,Ritter,m,Le Groupe du Centre. Le Centre. PEV.,Le Centre,M-E,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1967-04-19T00:00:00,
3363,4053,Thomas,Aeschi,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1979-01-13T00:00:00,
3364,4054,Albert,Vitali,m,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2019-12-02T00:00:00,2020-06-12T00:00:00,2019-10-20T00:00:00,2019-12-02T00:00:00,2020-06-12T00:00:00,1955-06-26T00:00:00,2020-06-12T00:00:00
3365,4055,Stefan,Engler,m,Le Groupe du Centre. Le Centre. PEV.,Le Centre,M-E,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1960-05-30T00:00:00,
3366,4056,Daniel,Fässler,m,Le Groupe du Centre. Le Centre. PEV.,Le Centre,M-E,2019-12-02T00:00:00,,2019-04-28T00:00:00,2019-12-02T00:00:00,,1960-08-22T00:00:00,
3367,4057,Cédric,Wermuth,m,Groupe socialiste,Parti socialiste suisse,PSS,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1986-02-19T00:00:00,
3368,4058,Jacqueline,Badran,f,Groupe socialiste,Parti socialiste suisse,PSS,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1961-11-12T00:00:00,
3369,4059,Beat,Flach,m,Groupe vert'libéral,Parti vert'libéral,pvl,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1965-01-21T00:00:00,
3370,4060,Daniela,Schneeberger,f,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1967-09-19T00:00:00,
3371,4061,Thomas,Hardegger,m,Groupe socialiste,Parti socialiste suisse,PSS,2015-11-30T00:00:00,2019-12-01T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2019-12-01T00:00:00,1956-04-02T00:00:00,
3372,4062,Karin,Keller-Sutter,f,,PLR.Les Libéraux-Radicaux,PLR,2023-01-01T00:00:00,,2018-12-05T00:00:00,2023-01-01T00:00:00,,1963-12-22T00:00:00,
3373,4063,Stefan,Müller-Altermatt,m,Le Groupe du Centre. Le Centre. PEV.,Le Centre,M-E,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1976-06-17T00:00:00,
3374,4064,Joachim,Eder,m,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2015-11-30T00:00:00,2019-12-01T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2019-12-01T00:00:00,1951-11-24T00:00:00,
3375,4065,Nadja,Umbricht Pieren,f,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1980-02-14T00:00:00,
3376,4066,Rosmarie,Quadranti,f,Groupe BD,Parti bourgeois-démocratique suisse,PBD,2015-11-30T00:00:00,2019-12-01T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2019-12-01T00:00:00,1957-07-18T00:00:00,
3377,4067,Heinz,Brand,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2015-11-30T00:00:00,2019-12-01T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2019-12-01T00:00:00,1955-09-06T00:00:00,
3378,4068,Roland,Eberle,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2015-11-30T00:00:00,2019-12-01T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2019-12-01T00:00:00,1953-12-07T00:00:00,
3379,4069,Yvonne,Feri,f,Groupe socialiste,Parti socialiste suisse,PSS,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1966-03-21T00:00:00,
3380,4070,Martin,Candinas,m,Le Groupe du Centre. Le Centre. PEV.,Le Centre,M-E,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1980-08-20T00:00:00,
3381,4071,Urs,Gasche,m,Groupe BD,Parti bourgeois-démocratique suisse,PBD,2015-12-08T00:00:00,2017-06-30T00:00:00,2015-10-18T00:00:00,2015-12-08T00:00:00,2017-06-30T00:00:00,1955-03-15T00:00:00,
3382,4072,Fabio,Regazzi,m,Le Groupe du Centre. Le Centre. PEV.,Le Centre,M-E,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1962-06-22T00:00:00,
3383,4073,Roberta,Pantani,f,Groupe de l'Union démocratique du Centre,Lega dei Ticinesi,Lega,2015-11-30T00:00:00,2019-12-01T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2019-12-01T00:00:00,1965-09-19T00:00:00,
3384,4074,Pierre-Alain,Fridez,m,Groupe socialiste,Parti socialiste suisse,PSS,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1957-11-20T00:00:00,
3385,4075,Andrea,Caroni,m,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1980-04-19T00:00:00,
3386,4076,Philipp,Hadorn,m,Groupe socialiste,Parti socialiste suisse,PSS,2015-11-30T00:00:00,2019-12-01T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2019-12-01T00:00:00,1967-02-06T00:00:00,
3387,4077,Olivier,Feller,m,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1974-08-30T00:00:00,
3388,4078,Martin,Schmid,m,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1969-05-24T00:00:00,
3389,4079,Fathi,Derder,m,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2015-11-30T00:00:00,2019-12-01T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2019-12-01T00:00:00,1970-12-04T00:00:00,
3390,4081,Margrit,Kessler,f,Groupe vert'libéral,Parti vert'libéral,pvl,2011-12-05T00:00:00,2015-11-29T00:00:00,2011-10-23T00:00:00,2011-12-05T00:00:00,2015-11-29T00:00:00,1948-12-25T00:00:00,
3391,4082,Bernhard,Guhl,m,Groupe BD,Parti bourgeois-démocratique suisse,PBD,2015-11-30T00:00:00,2019-12-01T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2019-12-01T00:00:00,1972-06-10T00:00:00,
3392,4083,Jürg,Grossen,m,Groupe vert'libéral,Parti vert'libéral,pvl,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1969-08-24T00:00:00,
3393,4084,Bruno,Pezzatti,m,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2015-11-30T00:00:00,2019-12-01T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2019-12-01T00:00:00,1951-03-04T00:00:00,
3394,4085,Karl,Vogler,m,Le Groupe du Centre. Le Centre. PEV.,Christlich-soziale Partei Obwalden,csp-ow,2015-11-30T00:00:00,2019-12-01T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2019-12-01T00:00:00,1956-03-24T00:00:00,
3395,4086,Yannick,Buttet,m,Le Groupe du Centre. Le Centre. PEV.,Parti démocrate-chrétien suisse,PDC,2015-11-30T00:00:00,2018-01-31T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2018-01-31T00:00:00,1977-07-12T00:00:00,
3396,4087,Jean-Paul,Gschwind,m,Le Groupe du Centre. Le Centre. PEV.,Le Centre,M-E,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1952-10-31T00:00:00,
3397,4088,Isidor,Baumann,m,Le Groupe du Centre. Le Centre. PEV.,Parti démocrate-chrétien suisse,PDC,2015-11-30T00:00:00,2019-12-01T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2019-12-01T00:00:00,1955-09-23T00:00:00,
3398,4089,Roland,Fischer,m,Groupe vert'libéral,Parti vert'libéral,pvl,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1965-04-05T00:00:00,
3399,4090,Céline,Amaudruz,f,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1979-03-15T00:00:00,
3400,4091,Mathias,Reynard,m,Groupe socialiste,Parti socialiste suisse,PSS,2019-12-02T00:00:00,2021-05-31T00:00:00,2019-10-20T00:00:00,2019-12-02T00:00:00,2021-05-31T00:00:00,1987-09-07T00:00:00,
3401,4092,Mauro,Poggia,m,Non inscrit,Mouvement Citoyens Genevois,MCG,2011-12-05T00:00:00,2013-11-29T00:00:00,2011-10-23T00:00:00,2011-12-05T00:00:00,2013-11-29T00:00:00,1959-04-25T00:00:00,
3402,4093,Balthasar,Glättli,m,Groupe des VERT-E-S,Les VERT-E-S suisses,VERT-E-S,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1972-02-12T00:00:00,
3403,4094,Lorenz,Hess,m,Le Groupe du Centre. Le Centre. PEV.,Le Centre,M-E,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1961-06-28T00:00:00,
3404,4095,Regula,Rytz,f,Groupe des VERT-E-S,Les VERT-E-S suisses,VERT-E-S,2019-12-02T00:00:00,2022-05-09T00:00:00,2019-10-20T00:00:00,2019-12-02T00:00:00,2022-05-09T00:00:00,1962-03-02T00:00:00,
3405,4096,Alois,Gmür,m,Le Groupe du Centre. Le Centre. PEV.,Le Centre,M-E,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1955-04-03T00:00:00,
3406,4097,Leo,Müller,m,Le Groupe du Centre. Le Centre. PEV.,Le Centre,M-E,2020-01-17T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1958-07-04T00:00:00,
3407,4098,Peter,Keller,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1971-04-22T00:00:00,
3408,4099,Markus,Lehmann,m,Le Groupe du Centre. Le Centre. PEV.,Parti démocrate-chrétien suisse,PDC,2011-12-05T00:00:00,2015-11-29T00:00:00,2011-10-23T00:00:00,2011-12-05T00:00:00,2015-11-29T00:00:00,1955-05-27T00:00:00,
3409,4100,Albert,Rösti,m,,Union Démocratique du Centre,UDC,2023-01-01T00:00:00,,2022-12-07T00:00:00,2023-01-01T00:00:00,,1967-08-07T00:00:00,
3410,4101,Christine,Bulliard-Marbach,f,Le Groupe du Centre. Le Centre. PEV.,Le Centre,M-E,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1959-10-13T00:00:00,
3411,4102,Kathrin,Bertschy,f,Groupe vert'libéral,Parti vert'libéral,pvl,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1979-07-02T00:00:00,
3412,4103,Markus,Hausammann,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2015-11-30T00:00:00,2019-12-01T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2019-12-01T00:00:00,1964-09-20T00:00:00,
3413,4104,Josias F.,Gasser,m,Groupe vert'libéral,Parti vert'libéral,pvl,2011-12-05T00:00:00,2015-11-29T00:00:00,2011-10-23T00:00:00,2011-12-05T00:00:00,2015-11-29T00:00:00,1952-11-17T00:00:00,
3414,4105,Lothar,Ziörjen,m,Groupe BD,Parti bourgeois-démocratique suisse,PBD,2011-12-05T00:00:00,2015-01-17T00:00:00,2011-10-23T00:00:00,2011-12-05T00:00:00,2015-01-17T00:00:00,1955-02-24T00:00:00,
3415,4106,Martin,Naef,m,Groupe socialiste,Parti socialiste suisse,PSS,2015-11-30T00:00:00,2019-12-01T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2019-12-01T00:00:00,1970-11-10T00:00:00,
3416,4107,Cesla,Amarelle,f,Groupe socialiste,Parti socialiste suisse,PSS,2015-11-30T00:00:00,2017-06-14T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2017-06-14T00:00:00,1971-09-14T00:00:00,
3417,4108,Isabelle,Chevalley,f,Groupe vert'libéral,Parti vert'libéral,pvl,2019-12-02T00:00:00,2021-11-28T00:00:00,2019-10-20T00:00:00,2019-12-02T00:00:00,2021-11-28T00:00:00,1972-04-13T00:00:00,
3418,4109,Valérie,Piller Carrard,f,Groupe socialiste,Parti socialiste suisse,PSS,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1978-09-09T00:00:00,
3419,4110,Hans,Egloff,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2015-11-30T00:00:00,2019-12-01T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2019-12-01T00:00:00,1959-11-27T00:00:00,
3420,4111,Alain,Ribaux,m,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2011-12-05T00:00:00,2013-08-31T00:00:00,2011-10-23T00:00:00,2011-12-05T00:00:00,2013-08-31T00:00:00,1962-02-24T00:00:00,
3421,4112,Thomas,Minder,m,Groupe de l'Union démocratique du Centre,sans parti,-,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1960-12-26T00:00:00,
3422,4113,Manuel,Tornare,m,Groupe socialiste,Parti socialiste suisse,PSS,2015-11-30T00:00:00,2019-12-01T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2019-12-01T00:00:00,1951-04-20T00:00:00,
3423,4114,Hansjörg,Knecht,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2019-12-02T00:00:00,,2019-11-24T00:00:00,2019-12-02T00:00:00,,1960-03-24T00:00:00,
3424,4115,Jean Christophe,Schwaab,m,Groupe socialiste,Parti socialiste suisse,PSS,2015-11-30T00:00:00,2017-12-31T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2017-12-31T00:00:00,1979-08-23T00:00:00,
3425,4116,Petra,Gössi,f,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1976-01-12T00:00:00,
3426,4117,Thomas,Maier,m,Groupe vert'libéral,Parti vert'libéral,pvl,2011-12-05T00:00:00,2015-11-29T00:00:00,2011-10-23T00:00:00,2011-12-05T00:00:00,2015-11-29T00:00:00,1975-08-01T00:00:00,
3427,4118,Christian,Lohr,m,Le Groupe du Centre. Le Centre. PEV.,Le Centre,M-E,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1962-04-05T00:00:00,
3428,4120,Marco,Romano,m,Le Groupe du Centre. Le Centre. PEV.,Le Centre,M-E,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1982-11-06T00:00:00,
3429,4121,Barbara,Gysi,f,Groupe socialiste,Parti socialiste suisse,PSS,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1964-05-14T00:00:00,
3430,4122,Urs,Schläfli,m,Le Groupe du Centre. Le Centre. PEV.,Parti démocrate-chrétien suisse,PDC,2011-12-12T00:00:00,2015-11-29T00:00:00,2011-10-23T00:00:00,2011-12-12T00:00:00,2015-11-29T00:00:00,1963-07-20T00:00:00,
3431,4123,Ursula,Schneider Schüttel,f,Groupe socialiste,Parti socialiste suisse,PSS,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1961-11-26T00:00:00,
3432,4124,Peter,Schilliger,m,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2020-09-07T00:00:00,,2019-10-20T00:00:00,2020-09-07T00:00:00,,1959-06-01T00:00:00,
3433,4125,Gregor,Rutz,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1972-10-12T00:00:00,
3434,4126,Daniel,Stolz,m,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2012-11-26T00:00:00,2015-11-29T00:00:00,2011-10-27T00:00:00,2012-11-26T00:00:00,2015-11-29T00:00:00,1968-09-16T00:00:00,
3435,4128,Aline,Trede,f,Groupe des VERT-E-S,Les VERT-E-S suisses,VERT-E-S,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1983-08-26T00:00:00,
3436,4129,Verena,Herzog,f,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1956-02-07T00:00:00,
3437,4130,Nadine,Masshardt,f,Groupe socialiste,Parti socialiste suisse,PSS,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1984-10-04T00:00:00,
3438,4131,Claudia,Friedl,f,Groupe socialiste,Parti socialiste suisse,PSS,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1960-07-19T00:00:00,
3439,4134,Martina,Munz,f,Groupe socialiste,Parti socialiste suisse,PSS,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1955-12-26T00:00:00,
3440,4135,Raymond,Clottu,m,Groupe de l'Union démocratique du Centre,sans parti,-,2015-11-30T00:00:00,2019-12-01T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2019-12-01T00:00:00,1967-12-18T00:00:00,
3441,4136,Anne,Mahrer,f,Groupe des VERT-E-S,Les VERT-E-S suisses,VERT-E-S,2013-11-28T00:00:00,2015-11-29T00:00:00,2011-10-23T00:00:00,2013-11-28T00:00:00,2015-11-29T00:00:00,1948-06-05T00:00:00,
3442,4137,Roger,Golay,m,Groupe de l'Union démocratique du Centre,Mouvement Citoyens Genevois,MCG,2015-11-30T00:00:00,2019-12-01T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2019-12-01T00:00:00,1959-09-23T00:00:00,
3443,4138,Guillaume,Barazzone,m,Le Groupe du Centre. Le Centre. PEV.,Parti démocrate-chrétien suisse,PDC,2015-11-30T00:00:00,2019-12-01T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2019-12-01T00:00:00,1982-01-13T00:00:00,
3444,4139,Thomas,Hefti,m,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1959-10-30T00:00:00,
3445,4140,Giovanni,Merlini,m,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2015-11-30T00:00:00,2019-12-01T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2019-12-01T00:00:00,1962-05-27T00:00:00,
3446,4141,Hans-Peter,Portmann,m,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1963-02-22T00:00:00,
3447,4142,Beat,Walti,m,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2022-02-28T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1968-11-22T00:00:00,
3448,4143,Rebecca Ana,Ruiz,f,Groupe socialiste,Parti socialiste suisse,PSS,2015-11-30T00:00:00,2019-03-25T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2019-03-25T00:00:00,1982-02-04T00:00:00,
3449,4144,Thomas,Matter,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1966-03-23T00:00:00,
3450,4145,Werner,Hösli,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2015-11-30T00:00:00,2019-12-01T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2019-12-01T00:00:00,1961-08-30T00:00:00,
3451,4146,Heinz,Siegenthaler,m,Le Groupe du Centre. Le Centre. PEV.,Le Centre,M-E,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1955-10-11T00:00:00,
3453,4148,Rudolf,Winkler,m,Groupe BD,Parti bourgeois-démocratique suisse,PBD,2015-03-02T00:00:00,2015-11-29T00:00:00,2011-10-23T00:00:00,2015-03-02T00:00:00,2015-11-29T00:00:00,1955-11-26T00:00:00,
3454,4149,Christine,Häsler,f,Groupe des VERT-E-S,Les VERT-E-S suisses,VERT-E-S,2015-11-30T00:00:00,2018-05-28T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2018-05-28T00:00:00,1963-01-11T00:00:00,
3455,4151,Josef,Dittli,m,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1957-04-11T00:00:00,
3456,4152,Hans,Wicki,m,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2019-12-02T00:00:00,,2019-09-01T00:00:00,2019-12-02T00:00:00,,1964-02-18T00:00:00,
3457,4153,Peter,Hegglin,m,Le Groupe du Centre. Le Centre. PEV.,Le Centre,M-E,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1960-12-25T00:00:00,
3458,4154,Jean-Luc,Addor,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1964-04-22T00:00:00,
3459,4155,Beat,Arnold,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2015-11-30T00:00:00,2019-12-01T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2019-12-01T00:00:00,1978-04-24T00:00:00,2021-10-10T00:00:00
3460,4156,Michaël,Buffat,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1979-09-27T00:00:00,
3461,4157,Manfred,Bühler,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2023-02-27T00:00:00,,2019-10-20T00:00:00,2023-02-27T00:00:00,,1979-04-10T00:00:00,
3462,4158,Thomas,Burgherr,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1962-08-01T00:00:00,
3463,4159,Marco,Chiesa,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2019-12-02T00:00:00,,2019-11-17T00:00:00,2019-12-02T00:00:00,,1974-10-10T00:00:00,
3464,4160,Marcel,Dettling,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1981-02-01T00:00:00,
3465,4161,Andreas,Glarner,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1962-10-09T00:00:00,
3466,4162,Franz,Grüter,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1963-07-29T00:00:00,
3467,4163,Erich,Hess,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1981-03-25T00:00:00,
3468,4164,Christian,Imark,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1982-01-29T00:00:00,
3469,4165,Barbara,Keller-Inhelder,f,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2015-11-30T00:00:00,2019-12-01T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2019-12-01T00:00:00,1968-08-24T00:00:00,
3470,4166,Roger,Köppel,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1965-03-21T00:00:00,
3471,4167,Magdalena,Martullo-Blocher,f,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1969-08-13T00:00:00,
3472,4168,Jacques,Nicolet,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1965-10-24T00:00:00,
3473,4169,Pierre-André,Page,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1960-04-19T00:00:00,
